Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
LOC127973065	K05030	CLCA3_4; calcium-activated chloride channel regulator 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K05030	ko04924;ko04972
LOC127973066	K05030	CLCA3_4; calcium-activated chloride channel regulator 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K05030	ko04924;ko04972
LOC127973072	K04257	OLFR; olfactory receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04257	ko04740
LOC127973074	K09044	ATF5; activating transcription factor 5	http://www.genome.jp/dbget-bin/www_bget?ko:K09044	_
LOC127973076	K24145	BHLHA9; class A basic helix-loop-helix protein 9	http://www.genome.jp/dbget-bin/www_bget?ko:K24145	_
LOC127973078	K23380	FREM1_2; FRAS1-related extracelluar matrix protein 1/2	http://www.genome.jp/dbget-bin/www_bget?ko:K23380	ko04512
LOC127973079	K24214	OTOL1; otolin-1	http://www.genome.jp/dbget-bin/www_bget?ko:K24214	_
LOC127973080	K12319	GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K12319	ko00230;ko01100;ko04022;ko04270;ko04540;ko04611;ko04713;ko04730;ko04921;ko04924;ko04970
LOC127973081	K06727	FCRL, IRTA, CD307; Fc receptor-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06727	_
LOC127973082	K22647	MINDY3_4; ubiquitin carboxyl-terminal hydrolase MINDY-3/4 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K22647	_
LOC127973083	K24190	LIM2; lens fiber membrane intrinsic protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24190	_
LOC127973087	K26384	SPTSS; serine palmitoyltransferase small subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K26384	ko04071
LOC127973089	K00726	MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]	http://www.genome.jp/dbget-bin/www_bget?ko:K00726	ko00510;ko00513;ko01100
LOC127973090	K05200	GRIA4; glutamate receptor 4	http://www.genome.jp/dbget-bin/www_bget?ko:K05200	ko04024;ko04080;ko04713;ko04723;ko04724;ko04728;ko05016;ko05022;ko05031;ko05033
LOC127973093	K22614	NLRC3, NOD3; NLR family CARD domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K22614	_
LOC127973095	K03869	CUL3; cullin 3	http://www.genome.jp/dbget-bin/www_bget?ko:K03869	ko04120;ko04340;ko04341
LOC127973097	K07193	SH2B, APS; SH2B adapter protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K07193	ko04722;ko04910
LOC127973098	K24637	ZBED1; zinc finger BED domain-containing protein 1 (E3 SUMO-protein ligase ZBED1) [EC:2.3.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K24637	_
LOC127973100	K16756	BICDL, CCDC64; BICD family-like cargo adapter	http://www.genome.jp/dbget-bin/www_bget?ko:K16756	ko04814
LOC127973101	K04460	PPP5C; serine/threonine-protein phosphatase 5 [EC:3.1.3.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K04460	ko04010
LOC127973105	K13375	TGFB1; transforming growth factor beta-1	http://www.genome.jp/dbget-bin/www_bget?ko:K13375	ko04010;ko04060;ko04068;ko04110;ko04218;ko04350;ko04380;ko04390;ko04659;ko04672;ko04926;ko04932;ko04933;ko05140;ko05142;ko05144;ko05145;ko05146;ko05152;ko05161;ko05166;ko05200;ko05205;ko05210;ko05211;ko05212;ko05220;ko05225;ko05226;ko05321;ko05323;ko05410;ko05414;ko05415
LOC127973106	K04299	P2RY14; P2Y purinoceptor 14	http://www.genome.jp/dbget-bin/www_bget?ko:K04299	ko04080
LOC127973108	K08824	CDKL; cyclin-dependent kinase-like [EC:2.7.11.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K08824	_
LOC127973109	K04299	P2RY14; P2Y purinoceptor 14	http://www.genome.jp/dbget-bin/www_bget?ko:K04299	ko04080
LOC127973110	K08441	GPR171; G protein-coupled receptor 171	http://www.genome.jp/dbget-bin/www_bget?ko:K08441	_
LOC127973111	K06087	CLDN; claudin	http://www.genome.jp/dbget-bin/www_bget?ko:K06087	ko04514;ko04530;ko04670;ko05130;ko05160
LOC127973114	K12272	SRPRB, SRP102; signal recognition particle receptor subunit beta	http://www.genome.jp/dbget-bin/www_bget?ko:K12272	ko03060
LOC127973117	K06087	CLDN; claudin	http://www.genome.jp/dbget-bin/www_bget?ko:K06087	ko04514;ko04530;ko04670;ko05130;ko05160
LOC127973119	K06087	CLDN; claudin	http://www.genome.jp/dbget-bin/www_bget?ko:K06087	ko04514;ko04530;ko04670;ko05130;ko05160
LOC127973120	K06087	CLDN; claudin	http://www.genome.jp/dbget-bin/www_bget?ko:K06087	ko04514;ko04530;ko04670;ko05130;ko05160
LOC127973121	K06087	CLDN; claudin	http://www.genome.jp/dbget-bin/www_bget?ko:K06087	ko04514;ko04530;ko04670;ko05130;ko05160
LOC127973123	K08130	TSKU; tsukushi	http://www.genome.jp/dbget-bin/www_bget?ko:K08130	_
LOC127973124	K18466	VPS26A_B; vacuolar protein sorting-associated protein 26A/B	http://www.genome.jp/dbget-bin/www_bget?ko:K18466	ko04144
LOC127973126	K07863	RHOG; Ras homolog gene family, member G	http://www.genome.jp/dbget-bin/www_bget?ko:K07863	ko05100;ko05132;ko05135
LOC127973127	K23739	SH3BP5; SH3-domain binding protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K23739	_
LOC127973129	K18283	PDE2A; cGMP-dependent 3',5'-cyclic phosphodiesterase [EC:3.1.4.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K18283	ko00230;ko01100;ko04022;ko04740;ko04925;ko05032
LOC127973132	K04965	TRPC2; transient receptor potential cation channel subfamily C member 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04965	_
LOC127973133	K11844	USP16_45; ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11844	_
LOC127973135	K04615	GABBR; gamma-aminobutyric acid type B receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04615	ko04024;ko04080;ko04727;ko04742;ko04915;ko04929;ko05032
LOC127973141	K14429	SLC12A9, CCC6; solute carrier family 12 (potassium/chloride transporters), member 9	http://www.genome.jp/dbget-bin/www_bget?ko:K14429	_
LOC127973145	K13707	ABHD15; abhydrolase domain-containing protein 15	http://www.genome.jp/dbget-bin/www_bget?ko:K13707	_
LOC127973146	K04847	SCN3B; voltage-gated sodium channel type III beta	http://www.genome.jp/dbget-bin/www_bget?ko:K04847	_
LOC127973147	K05006	KCNJ13, KIR7.1; potassium inwardly-rectifying channel subfamily J member 13	http://www.genome.jp/dbget-bin/www_bget?ko:K05006	ko04974
LOC127973155	K06106	CTTN, EMS1; cortactin	http://www.genome.jp/dbget-bin/www_bget?ko:K06106	ko04530;ko05100;ko05130;ko05131;ko05205
LOC127973157	K04257	OLFR; olfactory receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04257	ko04740
LOC127973160	K04257	OLFR; olfactory receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04257	ko04740
LOC127973163	K22656	IGSF9B; immunoglobulin superfamily member 9B	http://www.genome.jp/dbget-bin/www_bget?ko:K22656	_
LOC127973164	K15307	GPS2; G protein pathway suppressor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15307	ko05166
LOC127973167	K10802	HMGB1; high mobility group protein B1	http://www.genome.jp/dbget-bin/www_bget?ko:K10802	ko03410;ko04140;ko04217;ko04613
LOC127973168	K08623	ADAMTS8; a disintegrin and metalloproteinase with thrombospondin motifs 8 [EC:3.4.24.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08623	_
LOC127973172	K04707	CBL; E3 ubiquitin-protein ligase CBL [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K04707	ko04012;ko04120;ko04144;ko04910;ko05100;ko05200;ko05205;ko05220
LOC127973180	K17598	SYTL; synaptotagmin-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K17598	_
LOC127973181	K12318	GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K12318	ko00230;ko01100;ko04022;ko04270;ko04540;ko04611;ko04713;ko04730;ko04921;ko04924;ko04970
LOC127973183	K20314	ARFIP; arfaptin	http://www.genome.jp/dbget-bin/www_bget?ko:K20314	_
LOC127973184	K17611	CHP2; calcineurin B homologous protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17611	_
LOC127973191	K06755	ROBO3; roundabout, axon guidance receptor 3	http://www.genome.jp/dbget-bin/www_bget?ko:K06755	ko04360
LOC127973193	K08341	GABARAP, ATG8, LC3; GABA(A) receptor-associated protein	http://www.genome.jp/dbget-bin/www_bget?ko:K08341	ko04068;ko04136;ko04137;ko04138;ko04139;ko04140;ko04212;ko04621;ko04727
LOC127973318	K02960	RP-S16e, RPS16; small subunit ribosomal protein S16e	http://www.genome.jp/dbget-bin/www_bget?ko:K02960	ko03010;ko05171
LOC127973324	K09255	ankyrin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K09255	_
LOC127973534	K23919	NAV3; neuron navigator 3	http://www.genome.jp/dbget-bin/www_bget?ko:K23919	_
LOC127973580	K26250	HPF1; histone PARylation factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K26250	_
LOC127973601	K06467	CD22, SIGLEC2; CD22 antigen	http://www.genome.jp/dbget-bin/www_bget?ko:K06467	ko04514;ko04640;ko04662
LOC127973627	K06771	MAG, GMA, SIGLEC4; myelin associated glycoprotein	http://www.genome.jp/dbget-bin/www_bget?ko:K06771	ko04514
LOC127973706	K09855	RASSF7_8; Ras association domain-containing protein 7/8	http://www.genome.jp/dbget-bin/www_bget?ko:K09855	_
LOC127973732	K04850	CACNA1C, CAV1.2; voltage-dependent calcium channel L type alpha-1C	http://www.genome.jp/dbget-bin/www_bget?ko:K04850	ko04010;ko04020;ko04022;ko04024;ko04260;ko04261;ko04270;ko04713;ko04720;ko04723;ko04724;ko04725;ko04726;ko04727;ko04728;ko04742;ko04911;ko04912;ko04921;ko04924;ko04925;ko04927;ko04929;ko04930;ko04934;ko04935;ko05010;ko05020;ko05022;ko05031;ko05207;ko05410;ko05412;ko05414
LOC127973759	K12611	DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K12611	ko03018
LOC127973887	K08790	STK38, NDR; serine/threonine kinase 38 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08790	_
LOC127974048	K25537	FGL2; fibroleukin	http://www.genome.jp/dbget-bin/www_bget?ko:K25537	_
LOC127974075	K25432	LRRC17; leucine-rich repeat-containing protein 17	http://www.genome.jp/dbget-bin/www_bget?ko:K25432	_
LOC127974091	K12388	SORT1; sortilin	http://www.genome.jp/dbget-bin/www_bget?ko:K12388	ko04142;ko04722;ko04979
LOC127974127	K16754	CEP83, CCDC41; centrosomal protein CEP83	http://www.genome.jp/dbget-bin/www_bget?ko:K16754	_
LOC127974153	K15500	PPP6R2, SAPS2; serine/threonine-protein phosphatase 6 regulatory subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15500	_
LOC127974257	K02151	ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F	http://www.genome.jp/dbget-bin/www_bget?ko:K02151	ko00190;ko01100;ko04145;ko04150;ko04721;ko04966;ko05110;ko05120;ko05165;ko05323
LOC127974259	K11593	ELF2C, AGO; eukaryotic translation initiation factor 2C	http://www.genome.jp/dbget-bin/www_bget?ko:K11593	ko04361
LOC127974260	K11593	ELF2C, AGO; eukaryotic translation initiation factor 2C	http://www.genome.jp/dbget-bin/www_bget?ko:K11593	ko04361
LOC127974261	K18668	ZC3H12, MCPIP; ribonuclease ZC3H12 [EC:3.1.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K18668	_
LOC127974263	K05203	GRIK3; glutamate receptor, ionotropic kainate 3	http://www.genome.jp/dbget-bin/www_bget?ko:K05203	ko04080;ko04724
LOC127974265	K20399	LAMTOR4; ragulator complex protein LAMTOR4	http://www.genome.jp/dbget-bin/www_bget?ko:K20399	ko04150
LOC127974279	K26543	zinc finger protein 385A	http://www.genome.jp/dbget-bin/www_bget?ko:K26543	_
LOC127974282	K09228	KRAB; KRAB domain-containing zinc finger protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09228	ko05168
LOC127974283	K26158	STMN2_3_4; stathmin 2/3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K26158	_
LOC127974302	K01593	DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]	http://www.genome.jp/dbget-bin/www_bget?ko:K01593	ko00350;ko00360;ko00380;ko00901;ko00950;ko00965;ko01100;ko01110;ko04361;ko04726;ko04728;ko05030;ko05031;ko05034
LOC127974303	K13207	CUGBP, BRUNOL, CELF; CUG-BP- and ETR3-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K13207	_
LOC127974304	K24889	IRX; iroquois-class homeodomain protein IRX	http://www.genome.jp/dbget-bin/www_bget?ko:K24889	_
LOC127974306	K15115	SLC25A32, MFT; solute carrier family 25 (mitochondrial folate transporter), member 32	http://www.genome.jp/dbget-bin/www_bget?ko:K15115	_
LOC127974307	K25700	CTHRC1; collagen triple helix repeat-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K25700	_
LOC127974315	K04975	TRPV6; transient receptor potential cation channel subfamily V member 6	http://www.genome.jp/dbget-bin/www_bget?ko:K04975	ko04970;ko04978
LOC127974318	K23761	S100A4; protein S100-A4	http://www.genome.jp/dbget-bin/www_bget?ko:K23761	_
LOC127974323	K06454	CD4; T-cell surface glycoprotein CD4	http://www.genome.jp/dbget-bin/www_bget?ko:K06454	ko03250;ko03260;ko04060;ko04514;ko04612;ko04640;ko04658;ko04659;ko04660;ko05135;ko05166;ko05170;ko05235;ko05340
LOC127974324	K04622	GPRC6A; G protein-coupled receptor family C group 6 member A	http://www.genome.jp/dbget-bin/www_bget?ko:K04622	ko04621
LOC127974327	K04381	STMN1; stathmin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04381	ko04010;ko05206
LOC127974329	K04813	CHRNB2; nicotinic acetylcholine receptor beta-2	http://www.genome.jp/dbget-bin/www_bget?ko:K04813	ko04080;ko04725;ko05033;ko05207
LOC127974331	K16505	CDHR5, MUCDHL; cadherin-related family member 5	http://www.genome.jp/dbget-bin/www_bget?ko:K16505	_
LOC127974338	K24525	CPNE4_6_7; copine 4/6/7	http://www.genome.jp/dbget-bin/www_bget?ko:K24525	_
LOC127974340	K11778	DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]	http://www.genome.jp/dbget-bin/www_bget?ko:K11778	ko00900;ko01110
LOC127974343	K19619	TDP2; tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K19619	_
LOC127974347	K03626	EGD2, NACA; nascent polypeptide-associated complex subunit alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K03626	ko04928
LOC127974348	K05460	HGF; hepatocyte growth factor	http://www.genome.jp/dbget-bin/www_bget?ko:K05460	ko01521;ko04010;ko04014;ko04015;ko04020;ko04151;ko04510;ko05144;ko05200;ko05205;ko05208;ko05211;ko05218;ko05223;ko05225;ko05226
LOC127974351	K24835	GLIPR2; glioma pathogenesis-related protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K24835	_
LOC127974352	K24835	GLIPR2; glioma pathogenesis-related protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K24835	_
LOC127974353	K27756	FAST kinase domain-containing protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K27756	_
LOC127974356	K18329	ISG20L2; interferon-stimulated 20 kDa exonuclease-like 2 [EC:3.1.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K18329	_
LOC127974364	K20359	RABAC1, PRAF1; PRA1 family protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K20359	_
LOC127974374	K23768	S100A16, S100F; protein S100-A16	http://www.genome.jp/dbget-bin/www_bget?ko:K23768	_
LOC127974377	K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	http://www.genome.jp/dbget-bin/www_bget?ko:K00088	ko00230;ko00983;ko01100;ko01110;ko01232
LOC127974380	K16499	PCDHD2; protocadherin delta 2	http://www.genome.jp/dbget-bin/www_bget?ko:K16499	_
LOC127974388	K01539	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K01539	ko04022;ko04024;ko04260;ko04261;ko04911;ko04918;ko04919;ko04925;ko04960;ko04961;ko04964;ko04970;ko04971;ko04972;ko04973;ko04974;ko04976;ko04978
LOC127974389	K06531	PVRL2, CD112; poliovirus receptor-related protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K06531	ko03266;ko04514;ko04520;ko05168
LOC127974391	K08043	ADCY3; adenylate cyclase 3 [EC:4.6.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08043	ko00230;ko01100;ko01522;ko04015;ko04020;ko04022;ko04024;ko04062;ko04072;ko04114;ko04211;ko04213;ko04261;ko04270;ko04371;ko04540;ko04611;ko04713;ko04714;ko04723;ko04724;ko04725;ko04727;ko04740;ko04750;ko04911;ko04912;ko04913;ko04914;ko04915;ko04916;ko04918;ko04921;ko04923;ko04925;ko04926;ko04927;ko04928;ko04934;ko04935;ko04962;ko04970;ko04971;ko04972;ko04976;ko05032;ko05110;ko05163;ko05166;ko05200;ko05207;ko05414
LOC127974392	K22382	WDR26; WD repeat-containing protein 26	http://www.genome.jp/dbget-bin/www_bget?ko:K22382	_
LOC127974396	K16662	PTPRU; receptor-type tyrosine-protein phosphatase U [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K16662	_
LOC127974398	K01937	pyrG, CTPS; CTP synthase [EC:6.3.4.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01937	ko00240;ko01100;ko01232;ko01240
LOC127974399	K07925	RAB39B; Ras-related protein Rab-39B	http://www.genome.jp/dbget-bin/www_bget?ko:K07925	ko04140;ko05014;ko05022
LOC127974400	K03126	TAF12; transcription initiation factor TFIID subunit 12	http://www.genome.jp/dbget-bin/www_bget?ko:K03126	ko03022
LOC127974401	K23097	RSPO2; R-spondin 2	http://www.genome.jp/dbget-bin/www_bget?ko:K23097	ko04310
LOC127974407	K17264	ERP44, TXNDC4; endoplasmic reticulum resident protein 44	http://www.genome.jp/dbget-bin/www_bget?ko:K17264	_
LOC127974408	K08491	STX17; syntaxin 17	http://www.genome.jp/dbget-bin/www_bget?ko:K08491	ko04130;ko04140
LOC127974411	K07836	RAP1B; Ras-related protein Rap-1B	http://www.genome.jp/dbget-bin/www_bget?ko:K07836	ko04010;ko04014;ko04015;ko04024;ko04062;ko04510;ko04520;ko04611;ko04670;ko04720;ko04722;ko04934;ko04972;ko05211;ko05417
LOC127974412	K04934	KCNV1, KV8.1; potassium channel subfamily V member 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04934	_
LOC127974415	K17443	HOXA10; homrobox protein Hox-A10	http://www.genome.jp/dbget-bin/www_bget?ko:K17443	ko05202
LOC127974416	K05460	HGF; hepatocyte growth factor	http://www.genome.jp/dbget-bin/www_bget?ko:K05460	ko01521;ko04010;ko04014;ko04015;ko04020;ko04151;ko04510;ko05144;ko05200;ko05205;ko05208;ko05211;ko05218;ko05223;ko05225;ko05226
LOC127974417	K09672	CHST8; carbohydrate 4-sulfotransferase 8 [EC:2.8.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09672	ko00513;ko01100
LOC127974418	K09672	CHST8; carbohydrate 4-sulfotransferase 8 [EC:2.8.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09672	ko00513;ko01100
LOC127974419	K12741	HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3	http://www.genome.jp/dbget-bin/www_bget?ko:K12741	ko03040;ko05014
LOC127974421	K13207	CUGBP, BRUNOL, CELF; CUG-BP- and ETR3-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K13207	_
LOC127974423	K12624	LSM5; U6 snRNA-associated Sm-like protein LSm5	http://www.genome.jp/dbget-bin/www_bget?ko:K12624	ko03018;ko03040
LOC127974426	K04328	FFAR2, GPR43; free fatty acid receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04328	ko04024
LOC127974427	K04328	FFAR2, GPR43; free fatty acid receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04328	ko04024
LOC127974428	K04328	FFAR2, GPR43; free fatty acid receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04328	ko04024
LOC127974436	K16367	EDN2; endothelin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K16367	ko04024;ko04080;ko04270;ko04924
LOC127974437	K09262	MEF2D; MADS-box transcription enhancer factor 2D	http://www.genome.jp/dbget-bin/www_bget?ko:K09262	ko04022;ko04371;ko04928
LOC127974439	K00511	SQLE, ERG1; squalene monooxygenase [EC:1.14.14.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K00511	ko00100;ko00909;ko01100;ko01110
LOC127974442	K08758	APOA2; apolipoprotein A-II	http://www.genome.jp/dbget-bin/www_bget?ko:K08758	ko03320;ko04979
LOC127974443	K08758	APOA2; apolipoprotein A-II	http://www.genome.jp/dbget-bin/www_bget?ko:K08758	ko03320;ko04979
LOC127974450	K18754	LIN28; protein lin-28	http://www.genome.jp/dbget-bin/www_bget?ko:K18754	_
LOC127974451	K15685	CBLL1; E3 ubiquitin-protein ligase Hakai [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K15685	_
LOC127974456	K08532	NR1F1, RORA; RAR-related orphan receptor alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K08532	ko04659;ko04710;ko05017;ko05321
LOC127974457	K20072	SWAP70; switch-associated protein 70	http://www.genome.jp/dbget-bin/www_bget?ko:K20072	_
LOC127974460	K07294	NR1C1, PPARA; peroxisome proliferator-activated receptor alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K07294	ko03320;ko04024;ko04920;ko04922;ko04931;ko04932;ko04936;ko05160;ko05207;ko05415
LOC127974462	K01302	CPQ; carboxypeptidase Q [EC:3.4.17.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K01302	_
LOC127974467	K14299	SEH1; nucleoporin SEH1	http://www.genome.jp/dbget-bin/www_bget?ko:K14299	ko03013;ko04150;ko05014
LOC127974468	K16336	SDC2, CD362; syndecan 2	http://www.genome.jp/dbget-bin/www_bget?ko:K16336	ko04361;ko04514;ko05144;ko05205;ko05418
LOC127974470	K19894	SPACA4, SAMP14; sperm acrosome membrane-associated protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K19894	_
LOC127974474	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]	http://www.genome.jp/dbget-bin/www_bget?ko:K01537	_
LOC127974475	K16766	CEP85; centrosomal protein CEP85	http://www.genome.jp/dbget-bin/www_bget?ko:K16766	_
LOC127974479	K09106	USF; upstream stimulatory factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09106	_
LOC127974480	K19323	ATXN10; ataxin-10	http://www.genome.jp/dbget-bin/www_bget?ko:K19323	ko05017
LOC127974482	K04278	CNR2; cannabinoid receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04278	ko04080
LOC127974483	K19348	TMEM67, MKS3; meckelin	http://www.genome.jp/dbget-bin/www_bget?ko:K19348	_
LOC127974486	K00572	WNT7; wingless-type MMTV integration site family, member 7	http://www.genome.jp/dbget-bin/www_bget?ko:K00572	ko04150;ko04310;ko04390;ko04550;ko04916;ko04934;ko05010;ko05022;ko05165;ko05200;ko05205;ko05217;ko05224;ko05225;ko05226
LOC127974489	K04975	TRPV6; transient receptor potential cation channel subfamily V member 6	http://www.genome.jp/dbget-bin/www_bget?ko:K04975	ko04970;ko04978
LOC127974490	K25709	NPTX; neuronal pentraxin	http://www.genome.jp/dbget-bin/www_bget?ko:K25709	_
LOC127974492	K23758	S100A1; protein S100-A1	http://www.genome.jp/dbget-bin/www_bget?ko:K23758	_
LOC127974493	K09365	POU3F, OTF; POU domain transcription factor, class 3	http://www.genome.jp/dbget-bin/www_bget?ko:K09365	_
LOC127974494	K11467	PHF1, PCL1; PHD finger protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K11467	_
LOC127974495	K06624	CDKN1B, P27, KIP1; cyclin-dependent kinase inhibitor 1B	http://www.genome.jp/dbget-bin/www_bget?ko:K06624	ko01522;ko04012;ko04066;ko04068;ko04110;ko04151;ko04933;ko04934;ko05162;ko05165;ko05169;ko05200;ko05202;ko05203;ko05206;ko05215;ko05220;ko05222;ko05226
LOC127974497	K20780	MDC1; mediator of DNA damage checkpoint protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K20780	_
LOC127974500	K14757	CALB1, CALB; calbindin	http://www.genome.jp/dbget-bin/www_bget?ko:K14757	ko04961
LOC127974504	K05048	SLC6A15S; solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20	http://www.genome.jp/dbget-bin/www_bget?ko:K05048	_
LOC127974507	K10694	ZNRF1_2; E3 ubiquitin-protein ligase ZNRF1/2 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10694	_
LOC127974512	K12012	TRIM35; tripartite motif-containing protein 35	http://www.genome.jp/dbget-bin/www_bget?ko:K12012	_
LOC127974516	K19879	TCAP; telethonin	http://www.genome.jp/dbget-bin/www_bget?ko:K19879	_
LOC127974520	K17347	UPK1; uroplakin-1	http://www.genome.jp/dbget-bin/www_bget?ko:K17347	_
LOC127974523	K11836	USP5_13, UBP14; ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11836	_
LOC127974525	K11836	USP5_13, UBP14; ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11836	_
LOC127974529	K19871	SALL; sal-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K19871	_
LOC127974532	K19398	BBS9; Bardet-Biedl syndrome 9 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K19398	_
LOC127974533	K12791	ARHGEF2, GEF-H1; Rho guanine nucleotide exchange factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12791	ko04530;ko05130;ko05131;ko05418
LOC127974535	K24517	BMPER; BMP-binding endothelial regulator protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24517	_
LOC127974536	K15214	TAF1C; TATA box-binding protein-associated factor RNA polymerase I subunit C	http://www.genome.jp/dbget-bin/www_bget?ko:K15214	_
LOC127974539	K04179	CCR4, CD194; C-C chemokine receptor type 4	http://www.genome.jp/dbget-bin/www_bget?ko:K04179	ko04060;ko04061;ko04062;ko05167;ko05203
LOC127974544	K04180	CCR5, CD195; C-C chemokine receptor type 5	http://www.genome.jp/dbget-bin/www_bget?ko:K04180	ko03250;ko03260;ko04060;ko04061;ko04062;ko04144;ko05145;ko05163;ko05167;ko05170;ko05203
LOC127974545	K04179	CCR4, CD194; C-C chemokine receptor type 4	http://www.genome.jp/dbget-bin/www_bget?ko:K04179	ko04060;ko04061;ko04062;ko05167;ko05203
LOC127974547	K18623	COBL; protein cordon-bleu	http://www.genome.jp/dbget-bin/www_bget?ko:K18623	_
